,release_speed,release_pos_x,release_pos_z,batter,pitcher,zone,hit_location,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,outs_when_up,inning,hc_x,hc_y,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,home_score,away_score,opp_hand,x0_CH,x0_CU,x0_EP,x0_FC,x0_FF,x0_FS,x0_FT,x0_KC,x0_SI,x0_SL,HitClf
0,85.8,-1.55,5.09,643393,593372,5.0,6.0,1,1,1.0,-0.14,0.01,2.23,2,9,95.8,117.19,1.71981422125503,-124.639116989579,-0.179306365492595,9.55691367447973,26.7276318885449,-33.8650321511271,3.05,1.45,207.0,72.5,50.0,83.5,,5.0,566647,55.46,0.14800000000000002,0.14400000000000002,0.0,1.0,0.0,0.0,3.0,69,3,9,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,88.8,-1.54,5.27,623520,593372,1.0,2.0,2,2,-0.83,-0.25,-0.62,3.0,1,9,,,3.82927969074745,-128.993544968958,0.97226928958839,-9.719647033437099,27.0939916506222,-35.30934615422729,3.45,1.57,,,,87.0,1687.0,5.3,566647,55.2,,,0.0,1.0,0.0,0.0,,68,6,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,94.5,-1.59,5.16,518614,593372,1.0,8.0,0,1,-1.38,0.32,-0.42,2.81,0,9,105.75,37.93,5.85842868914837,-137.37652281388398,-1.10718352899513,-18.0917054242911,29.2434550028963,-28.2995780597997,3.22,1.53,383.0,97.9,28.0,92.9,2014.0,5.3,566647,55.2,0.547,0.937,0.0,1.0,0.0,0.0,6.0,67,2,9,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3,93.5,-2.34,6.51,663538,606149,13.0,6.0,1,2,-0.86,1.33,-0.85,1.58,1,8,113.88,155.78,5.5844686644414905,-135.62732790959498,-9.67257342384599,-11.546215853515198,28.718195464039002,-14.286321346017,3.35,1.59,17.0,97.1,-5.0,92.4,2316.0,5.8,566647,54.75,0.315,0.301,0.0,1.0,0.0,0.0,2.0,61,6,9,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
4,94.0,-2.41,6.52,605170,606149,4.0,8.0,0,0,-1.15,1.22,-0.31,2.39,1,8,101.01,73.42,7.7413801597689496,-136.327605509955,-7.439749436185879,-15.578643388323,29.1549041295582,-16.0778652943098,3.3,1.6,215.0,103.0,9.0,92.5,2337.0,5.5,566647,54.99,0.77,0.7240000000000001,0.9,1.0,1.0,0.0,4.0,60,1,9,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
5,84.9,-2.53,6.49,575929,606149,9.0,6.0,2,1,0.2,-0.1,0.66,1.75,0,8,116.93,157.81,6.86589616687431,-123.085232551942,-4.396011508394009,0.556654480450905,25.1701941927107,-32.496244344804204,3.15,1.47,46.0,81.6,2.0,82.3,2155.0,4.8,566647,55.68,0.292,0.285,0.0,1.0,0.0,0.0,2.0,59,4,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
6,86.3,-2.58,5.51,596825,656427,13.0,2.0,1,2,0.55,0.05,-0.2,1.34,2,7,,,4.5382929474503895,-125.605152425989,-3.82010797160692,4.992683955540481,25.100393045913602,-31.131083338567098,3.3,1.56,,,,86.7,2545.0,6.5,566647,54.03,,,0.0,1.0,0.0,0.0,,55,4,9,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
7,94.3,-2.27,5.58,450314,656427,9.0,4.0,0,0,-0.49,1.35,0.49,1.86,1,7,154.15,150.36,8.39870876924722,-137.052142355079,-7.11108765863698,-8.22658504408704,30.751566210068003,-13.368014235629499,3.5,1.66,94.0,74.7,9.0,95.4,2296.0,7.0,566647,53.45,0.275,0.248,0.0,1.0,0.0,0.0,2.0,53,1,9,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
8,93.9,-2.5,5.5,643393,656427,1.0,1.0,3,2,-0.47,1.31,-0.82,2.76,0,7,130.64,184.22,5.46874274365044,-136.798742940605,-4.41813737588561,-7.11812572425741,28.442235524146103,-14.6610098325172,3.05,1.45,20.0,85.5,-6.0,95.2,2387.0,6.9,566647,53.64,0.142,0.128,0.0,1.0,0.0,0.0,2.0,52,6,9,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
9,95.2,-2.39,5.41,656803,656427,6.0,4.0,0,0,-0.52,1.24,0.59,2.25,2,6,146.46,137.37,9.1139193744161,-138.42748096371702,-5.58793583106487,-8.692089286493982,27.5745460987498,-14.838797497210901,3.05,1.45,131.0,80.4,8.0,96.6,2382.0,6.9,566647,53.63,0.365,0.337,0.0,1.0,0.0,0.0,4.0,47,1,9,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
10,84.4,-2.55,5.47,608365,656427,8.0,2.0,1,2,0.51,0.32,0.14,1.53,1,6,,,5.26430072233249,-122.843246562421,-3.48830019362953,4.25617512324058,23.3040911037233,-28.4723423672401,3.52,1.64,,,,85.0,,6.6,566647,53.9,,,0.0,1.0,0.0,0.0,,46,4,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
11,85.7,-2.47,5.49,663538,656427,6.0,8.0,0,1,0.69,0.63,0.54,2.55,0,6,127.21,101.85,5.73793166735922,-124.763139000203,-2.0169934670112197,6.24789245472876,22.7949343307621,-25.353049709893998,3.35,1.59,232.0,70.1,41.0,86.3,2684.0,6.4,566647,54.08,0.435,0.455,0.0,1.0,0.0,0.0,3.0,45,2,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12,94.0,-2.46,5.53,605170,656427,3.0,1.0,2,1,-0.39,1.33,0.46,3.16,1,5,127.05,180.99,8.54300096187718,-136.73640501588002,-3.4857170028614504,-6.9094568264191905,30.5310871183485,-14.5670326199161,3.3,1.6,56.0,58.3,5.0,95.1,2356.0,7.0,566647,53.5,0.11800000000000001,0.106,0.0,1.0,0.0,0.0,1.0,39,4,9,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
13,88.5,-2.33,5.77,575929,656427,5.0,6.0,0,0,-0.79,0.81,-0.2,2.08,0,5,106.92,148.91,7.05858974657647,-128.884304036693,-4.827435498120191,-10.586857828954999,25.1135257220078,-22.0003800732543,3.15,1.47,138.0,78.2,11.0,90.6,2159.0,7.4,566647,53.12,0.382,0.344,0.0,1.0,0.0,0.0,4.0,38,1,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14,91.5,-2.34,5.75,596825,656427,9.0,5.0,1,0,-0.71,0.84,0.5,1.71,0,5,118.96,185.75,8.82199267876829,-133.013201270385,-6.28969041003428,-10.4097769604768,26.3055493631873,-20.841280240144602,3.3,1.56,,90.3,-17.0,92.9,2165.0,7.0,566647,53.5,0.22,0.209,0.9,1.0,1.0,0.0,2.0,37,2,9,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
15,79.1,-2.25,5.87,664023,656427,14.0,2.0,0,2,1.2,-0.74,0.97,1.17,2,4,,,4.7936684335103,-115.105171903116,-2.07295718428172,9.78011538199119,22.0174220250047,-38.5784553209947,3.52,1.72,,,,79.2,2463.0,6.4,566647,54.08,,,0.0,1.0,0.0,0.0,,31,3,8,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
16,92.4,-2.38,5.76,450314,656427,9.0,4.0,1,1,-0.89,0.73,0.29,2.04,1,4,137.25,147.65,8.875578713089462,-134.44326317124901,-5.416709783157541,-12.730894328736401,25.3258772017695,-22.182759110884103,3.5,1.66,22.0,102.5,-4.0,93.8,2001.0,6.8,566647,53.65,0.348,0.319,0.0,1.0,0.0,0.0,2.0,30,3,8,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
17,86.0,-2.71,5.51,643393,656427,1.0,3.0,1,1,0.39,0.95,-0.4,2.96,0,4,155.03,169.49,4.69558725624455,-125.213715642631,-1.7630550485266399,3.1937211569433304,23.7727062959619,-22.0018324478756,3.05,1.45,16.0,86.7,-11.0,86.3,2291.0,6.3,566647,54.17,0.142,0.14,0.0,1.0,0.0,0.0,2.0,29,3,8,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
18,96.9,-2.5,5.47,502706,656427,4.0,2.0,0,2,-0.51,1.16,-0.7,2.59,2,3,,,6.077807887238969,-141.122215844458,-4.95965688918856,-8.3783917901367,31.2981860085173,-15.3445357300212,3.58,1.69,,,,98.2,2286.0,6.9,566647,53.56,,,0.0,1.0,0.0,0.0,,20,3,4,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
19,92.9,-2.37,5.74,608365,656427,4.0,6.0,1,2,-0.72,0.77,-0.67,2.27,1,3,108.65,131.94,6.06204365418918,-135.413777668421,-5.00583909132154,-10.363209428346599,26.245254854092302,-21.497316913520397,3.52,1.64,150.0,73.8,14.0,94.9,1967.0,7.1,566647,53.37,0.562,0.506,0.0,1.0,0.0,0.0,4.0,19,4,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
20,94.7,-2.5,5.33,663538,656427,2.0,4.0,3,2,-0.28,1.19,0.04,2.96,0,3,151.62,111.08,7.3933194044804,-137.849717238063,-3.2762381262374705,-5.33549017919146,30.415780689939798,-16.0983820861142,3.35,1.59,215.0,66.7,33.0,96.0,2269.0,7.0,566647,53.49,0.818,0.78,0.0,1.0,0.0,0.0,4.0,18,6,4,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
21,87.1,-2.62,5.64,605170,656427,8.0,3.0,2,1,0.26,0.59,-0.09,2.12,2,2,152.99,171.52,5.550405926473889,-126.848405350973,-3.567397209454,1.7413091287046698,23.721425992255103,-25.2676044533815,3.3,1.6,24.0,94.5,-4.0,87.6,2499.0,6.4,566647,54.13,0.27,0.243,0.0,1.0,0.0,0.0,2.0,12,4,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
22,87.7,-2.61,5.58,575929,656427,9.0,6.0,0,1,0.23,0.44,0.57,1.6,1,2,98.13,145.11,7.25126939535656,-127.602714505861,-4.48413896098203,1.21980324969001,23.9391258645774,-26.611016461547,3.15,1.47,74.0,86.4,4.0,88.5,2494.0,6.6,566647,53.93,0.348,0.327,0.9,1.0,1.0,0.0,4.0,11,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
23,85.3,-2.62,5.6,656941,656427,5.0,2.0,0,2,0.42,0.28,-0.22,2.57,0,2,,,4.83014056130863,-124.230055764196,-1.42577224175336,3.3839512902576203,24.2114757458419,-29.1586825780434,3.36,1.6,,,,85.7,2445.0,6.5,566647,54.05,,,0.0,1.0,0.0,0.0,,10,3,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
24,97.4,-2.49,5.45,664023,656427,12.0,2.0,0,2,-0.34,1.29,0.18,3.73,2,1,,,8.059507541231719,-141.808546760444,-2.17951086854732,-6.3502385473363105,29.3574336776662,-14.055237150133,3.52,1.72,,,,98.8,2139.0,6.8,566647,53.67,,,0.0,1.0,0.0,0.0,,3,3,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
25,86.4,-2.66,5.58,450314,656427,7.0,8.0,1,1,0.52,0.36,-0.31,2.21,1,1,98.21,97.99,4.55640282238465,-125.820744674102,-2.5929687273045,4.62917874889772,24.616786965760497,-27.977394646367898,3.5,1.66,249.0,75.4,39.0,86.9,2430.0,6.5,566647,53.99,0.14,0.139,0.0,1.0,0.0,0.0,3.0,2,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
26,95.3,-2.48,5.64,643393,656427,6.0,8.0,0,1,-0.29,1.21,0.42,2.41,0,1,131.15,72.98,8.33764053305889,-138.693788120131,-5.69377136365633,-5.472507380387781,28.223306739134102,-15.269092736185,3.5,1.66,297.0,84.1,41.0,96.6,2241.0,6.8,566647,53.7,0.008,0.006,0.0,1.0,0.0,0.0,3.0,1,2,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
27,96.9,-1.29,5.05,623520,593372,6.0,2.0,2,2,-1.31,0.25,0.32,2.16,2,9,,,7.08691815085142,-140.78323244629,-2.67971850827227,-18.4979252259362,31.620016383253603,-28.6187790275034,3.38,1.59,,,,95.4,2009.0,5.5,566646,55.01,,,0.0,1.0,0.0,0.0,,81,5,6,8,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
28,99.5,-0.83,5.33,608365,593372,7.0,9.0,0,2,-0.72,1.21,-0.45,2.08,2,9,185.03,122.63,2.66383680080157,-144.743638378852,-6.274580956427441,-10.586351005436699,32.0691266307466,-14.2038658032546,3.37,1.53,231.0,76.5,25.0,98.9,2166.0,5.9,566646,54.62,0.67,0.622,0.9,1.0,1.0,0.0,4.0,80,4,6,8,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
29,97.8,-0.84,5.22,605170,593372,2.0,8.0,1,2,-0.62,1.09,-0.11,3.3,2,9,91.44,90.34,3.30459135271582,-142.241735591463,-2.11291754624974,-8.93946498523008,33.0186207028631,-17.536028707356998,3.35,1.6,273.0,87.4,20.0,96.5,2020.0,5.6,566646,54.91,0.455,0.465,0.9,1.0,1.0,0.0,4.0,79,7,6,8,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
30,96.3,-1.08,5.16,518960,593372,13.0,8.0,2,1,-0.77,0.89,-0.14,1.25,1,9,146.39,47.58,4.13131630075783,-140.000904364933,-6.7038812293726595,-10.7615521467859,30.287715095454303,-19.4511533544942,3.37,1.59,364.0,100.2,20.0,95.4,2013.0,5.7,566646,54.79,0.485,0.616,0.0,1.0,0.0,0.0,5.0,78,4,6,8,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
31,97.8,-0.84,5.41,664023,593372,3.0,3.0,2,2,-0.61,1.09,0.45,3.03,0,9,155.53,168.48,4.780228229331991,-142.29036753980802,-3.3386295421436203,-9.18087536598888,30.9147614061797,-17.1825216150736,3.52,1.7,72.0,81.5,4.0,96.7,2123.0,5.5,566646,54.96,0.285,0.272,0.0,1.0,0.0,0.0,2.0,77,6,6,8,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
32,82.0,2.31,5.17,656941,453192,13.0,2.0,0,2,-1.05,-0.03,-1.27,0.99,2,8,,,-6.08469583230783,-119.325251312178,-2.87709735310525,-9.00716617765233,21.566424397095602,-32.1420498551727,3.44,1.6,,,,82.5,2618.0,6.5,566646,54.01,,,0.0,1.0,0.0,0.0,,71,3,5,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
33,80.8,2.31,5.42,663538,453192,5.0,7.0,1,1,-1.24,-0.53,-0.1,2.25,1,8,61.56,113.62,-2.9967359044658397,-117.649164571493,0.631196028570521,-10.9406440091119,23.272404176296398,-37.3930741428616,3.35,1.59,284.0,91.0,21.0,80.9,2609.0,6.4,566646,54.1,0.26,0.273,0.0,1.0,0.0,0.0,3.0,70,3,5,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
34,80.8,2.28,5.32,643393,453192,5.0,9.0,0,0,-1.4,-0.04,0.05,2.39,1,8,177.38,114.63,-2.2930992759857003,-117.65109575816601,0.19062256161795899,-12.5927452541366,22.776240589099803,-32.8078386154369,3.05,1.45,28.0,89.2,-3.0,80.9,2553.0,6.4,566646,54.1,0.255,0.23600000000000002,0.9,1.0,1.0,0.0,2.0,69,1,5,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
35,80.7,-1.93,5.81,546991,605154,4.0,1.0,0,0,0.68,0.06,-0.64,2.43,0,8,125.06,188.29,1.5759228628738302,-117.569276047033,-0.985068611094438,6.06701003199721,22.0562683557678,-31.6710211800625,3.37,1.56,,80.0,69.0,81.1,2379.0,6.5,566646,54.05,0.002,0.002,0.0,1.0,0.0,0.0,3.0,68,1,5,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
36,85.0,-1.69,5.79,608365,605154,14.0,4.0,2,2,0.7,0.1,0.95,1.4,0,8,150.45,149.68,4.79714701177898,-123.812556009254,-4.28319837528476,6.43282235768116,21.2360360020214,-30.562774777527498,3.51,1.54,107.0,76.5,8.0,85.7,2562.0,6.4,566646,54.14,0.262,0.23600000000000002,0.9,1.0,1.0,0.0,2.0,66,8,5,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
37,90.9,2.1,6.63,605170,643778,4.0,5.0,0,0,0.18,1.32,-0.53,2.13,2,7,109.82,173.56,-6.9621617286902,-132.14409569782302,-8.202401436661662,3.42959210341133,24.931520030883103,-15.297152982652099,3.3,1.6,28.0,95.7,-3.0,91.2,2236.0,6.3,566646,54.23,0.302,0.272,0.0,1.0,0.0,0.0,2.0,58,1,3,6,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
38,90.8,2.09,6.68,518960,643778,2.0,8.0,1,1,0.33,1.32,0.01,2.91,1,7,159.15,65.79,-5.91722294902472,-132.13758388392299,-6.4468002177461505,4.93730402663985,23.920942927414497,-15.5168277827652,3.37,1.59,320.0,94.9,20.0,91.4,2164.0,6.3,566646,54.18,0.292,0.332,0.0,1.0,0.0,0.0,4.0,57,3,3,6,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
39,90.1,2.1,6.75,664023,643778,11.0,8.0,0,2,0.22,1.4,-0.05,3.71,0,7,132.34,26.18,-5.86557045073949,-131.166924034662,-4.63087146460424,3.7825572158598,26.6852331291392,-15.1510253121226,3.52,1.7,398.0,100.9,26.0,90.7,2234.0,6.6,566646,53.95,0.81,1.432,0.0,1.0,0.0,0.0,6.0,56,3,3,6,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
40,75.8,2.23,6.84,656941,643778,8.0,2.0,1,2,-0.25,-0.49,-0.21,1.57,2,6,,,-4.64523471688407,-110.240533950062,-3.0193025128158997,-1.15005771154024,20.344554207350303,-35.834200778888395,3.32,1.6,,,,75.5,2297.0,6.2,566646,54.34,,,0.0,1.0,0.0,0.0,,52,5,3,6,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41,90.5,1.94,6.77,663538,643778,1.0,8.0,1,0,0.5,1.26,-0.42,3.36,1,6,165.19,68.86,-6.97874154731689,-131.564118691928,-5.29232636291253,7.25719821020206,27.108442419044298,-16.526768768969198,3.36,1.59,317.0,91.6,23.0,90.8,2140.0,6.5,566646,54.03,0.205,0.256,0.0,1.0,0.0,0.0,3.0,51,2,3,6,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
42,91.1,2.0,6.71,643393,643778,12.0,2.0,2,2,0.64,1.37,0.15,3.46,0,6,128.1,197.94,-6.060042177893701,-132.618158765447,-5.278215294954889,8.878726850538749,26.431687845627,-14.962580621138502,3.07,1.45,,80.0,69.0,91.7,2182.0,6.5,566646,54.02,0.002,0.002,0.0,1.0,0.0,0.0,3.0,50,5,3,6,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
43,86.8,-2.25,5.8,518614,608678,13.0,2.0,0,2,0.31,-0.36,-0.67,1.04,2,5,,,3.15030296330518,-126.29339903985701,-4.4388627602836,2.6437289964272797,26.908948013923602,-35.256114530876296,3.14,1.53,,,,86.4,2591.0,6.2,566646,54.35,,,0.0,1.0,0.0,0.0,,42,3,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
44,85.7,-2.08,5.85,623520,608678,14.0,9.0,0,2,0.4,-0.13,0.87,1.58,1,5,198.12,100.54,6.17569984458616,-124.74922681849701,-3.5948707286539303,2.9344444944167996,23.9480369322232,-33.054879953065,3.33,1.59,283.0,83.0,24.0,85.7,2466.0,6.2,566646,54.31,0.285,0.29,0.0,1.0,0.0,0.0,3.0,41,3,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
45,74.5,-1.21,5.99,608365,425794,9.0,7.0,0,2,1.63,-1.26,0.32,1.62,1,5,73.75,119.41,0.35680269253866204,-108.124102367262,0.512301271534457,12.1322433437731,22.3241729177358,-41.997584226698606,3.33,1.59,202.0,101.0,10.0,72.6,2854.0,5.4,566646,55.09,0.82,0.77,0.9,1.0,1.0,0.0,4.0,40,4,0,6,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
46,83.4,-1.54,5.94,605170,425794,6.0,,0,0,0.44,0.21,0.41,2.67,1,5,223.75,41.79,3.62304237830894,-121.54517817047301,-1.57009846746279,3.6979416432812102,21.571698708317598,-29.9668471879631,3.3,1.6,434.0,107.1,26.0,83.9,2432.0,6.3,566646,54.2,0.985,1.895,2.0,1.0,0.0,3.0,6.0,39,1,0,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
47,90.0,-1.38,5.99,518960,425794,2.0,7.0,3,2,-0.18,1.19,-0.27,3.3,0,5,50.91,84.27,3.17611388419883,-131.094613915613,-3.31304777420309,-2.77212154356812,25.805752238913804,-17.7777372885856,3.31,1.59,319.0,101.6,19.0,90.8,2258.0,6.6,566646,53.94,0.568,0.7140000000000001,0.0,1.0,0.0,0.0,5.0,38,8,0,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
48,75.8,-1.34,6.14,664023,425794,4.0,,0,1,1.44,-1.02,-0.68,2.34,0,5,21.9,82.15,-1.18851404903192,-110.319028785862,1.0135955518674,11.841490349546799,21.4098309125947,-40.8419063738042,3.52,1.7,367.0,99.6,27.0,75.5,2821.0,6.2,566646,54.27,0.705,1.21,2.0,1.0,0.0,3.0,6.0,37,2,0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
49,76.5,-1.26,6.05,656941,425794,8.0,4.0,2,2,1.49,-1.1,0.18,1.91,0,5,167.22,147.14,0.36120626435434006,-111.281088550525,0.354061179718557,12.0668023934703,22.642436332862,-41.4963290346479,3.34,1.6,96.0,102.2,5.0,75.8,3042.0,6.1,566646,54.39,0.575,0.526,0.9,1.0,1.0,0.0,4.0,36,5,0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50,77.3,-1.17,6.13,663538,425794,8.0,7.0,2,2,1.5,-1.15,-0.25,2.02,2,4,79.18,67.69,-0.725417120186807,-112.357083621879,0.428331733299716,12.431448290000501,25.239611069205104,-41.9919601262685,3.36,1.59,330.0,89.2,27.0,75.9,2813.0,5.9,566646,54.58,0.1,0.11800000000000001,0.0,1.0,0.0,0.0,3.0,31,6,0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51,75.7,-1.5,6.21,643393,425794,5.0,6.0,0,0,1.6,-0.88,-0.04,2.15,1,4,116.42,157.81,0.20399622751534302,-110.150551477276,0.317716436976867,12.7260057264059,23.117558068671304,-39.4910088947532,3.05,1.45,,82.9,-21.0,74.9,2882.0,6.1,566646,54.4,0.052000000000000005,0.047,0.0,1.0,0.0,0.0,2.0,30,1,0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52,74.6,-1.52,6.12,430935,425794,4.0,1.0,0,1,1.62,-0.91,-0.49,2.79,1,4,125.06,180.67,-0.721913271031399,-108.44958494576001,2.08456004630826,12.7290530373661,22.453472525258398,-39.905431234175,3.51,1.63,7.0,82.1,-30.0,74.0,2939.0,6.3,566646,54.16,0.057,0.06,0.9,1.0,1.0,0.0,2.0,29,2,0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,83.6,-1.5,6.01,623520,425794,14.0,8.0,0,1,0.77,0.11,0.97,2.48,1,4,144.28,86.06,4.19790050421314,-121.751500899555,-1.96520712399929,6.85893935496822,22.263441351378397,-30.962904250675503,3.55,1.63,215.0,97.0,11.0,83.6,2384.0,6.1,566646,54.38,0.878,0.8270000000000001,0.9,1.0,1.0,0.0,4.0,28,2,0,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
54,76.8,-1.67,5.77,608365,425794,9.0,6.0,1,2,1.55,-0.84,0.4,1.71,0,4,115.91,158.32,1.56525062909971,-111.762353557832,0.054606046275722,12.5531619754544,23.584399893457302,-39.4024818683223,3.47,1.54,23.0,75.7,-4.0,76.7,2623.0,6.6,566646,53.92,0.11800000000000001,0.106,0.0,1.0,0.0,0.0,2.0,27,4,0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55,74.8,-1.39,6.02,605170,425794,1.0,5.0,3,2,1.6,-1.16,-0.47,3.07,2,3,120.48,167.97,-0.821608206039836,-108.513133802551,3.1818338162575497,12.3180500572657,22.273061761770897,-41.931431641045606,3.3,1.6,5.0,79.8,-47.0,73.0,2646.0,5.5,566646,54.97,0.05,0.045,0.0,1.0,0.0,0.0,2.0,23,7,0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56,85.0,-1.47,6.01,518960,425794,5.0,4.0,0,0,0.47,0.31,0.17,2.67,1,3,133.18,148.16,2.8994131994944503,-123.897782599195,-2.22080377629804,4.3240203675911495,22.0476907555872,-28.8050580147427,3.37,1.59,129.0,86.8,66.0,85.4,2311.0,6.2,566646,54.27,0.02,0.022000000000000002,0.0,1.0,0.0,0.0,3.0,22,1,0,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57,89.7,-1.53,5.9,664023,425794,5.0,,3,1,-0.98,0.83,-0.21,2.85,1,3,154.06,15.97,5.42623594256338,-130.722266750968,-3.44853926355652,-12.5325076188349,24.2416738681997,-21.962184774418102,3.62,1.7,436.0,107.1,24.0,91.0,2114.0,6.8,566646,53.75,0.97,1.83,2.0,1.0,0.0,3.0,6.0,21,5,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
58,86.5,-1.38,6.14,656941,425794,5.0,6.0,0,1,0.48,0.2,-0.15,2.66,0,3,117.94,150.19,1.95906733274558,-125.896218917901,-2.47880413569441,4.6661759703921,25.8024061858705,-29.750842034611896,3.34,1.6,18.0,106.4,-8.0,86.2,2513.0,6.1,566646,54.38,0.332,0.299,0.0,1.0,0.0,0.0,2.0,20,2,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
