,release_speed,release_pos_x,release_pos_z,batter,pitcher,zone,hit_location,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,outs_when_up,inning,hc_x,hc_y,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,home_score,away_score,opp_hand,x0_CH,x0_CU,x0_EP,x0_FC,x0_FF,x0_FS,x0_FT,x0_KC,x0_SI,x0_SL,HitClf
1335,87.5,-1.42,6.72,518960,605397,8.0,8.0,0,0,0.27,0.52,0.19,1.95,1,8,115.05,91.82,3.31542280938408,-127.39187244946899,-6.47095085762002,2.41561548356232,21.2030626249765,-25.6935544149895,3.44,1.6,259.0,73.0,29.0,87.3,2490.0,5.7,566236,54.79,0.575,0.542,0.9,1.0,1.0,0.0,4.0,49,1,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1336,92.0,-1.52,6.66,656941,605397,8.0,4.0,1,0,-0.57,1.17,0.24,1.82,0,8,161.95,141.63,5.61405172457555,-133.653960088076,-8.86152449616514,-7.85482828376261,25.755732984598303,-16.863208377478003,3.58,1.74,166.0,107.8,11.0,91.3,2443.0,5.7,566236,54.78,0.922,0.96,0.0,1.0,0.0,0.0,5.0,48,2,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1337,94.8,-1.5,6.62,595879,605397,14.0,4.0,1,2,-0.59,1.17,0.69,1.48,2,7,152.45,159.67,6.95124562768219,-137.503074910214,-10.1972234232116,-8.832881823095608,28.4758805228511,-15.6749111344861,3.58,1.62,,82.9,-21.0,94.0,2473.0,5.9,566236,54.64,0.052000000000000005,0.047,0.0,1.0,0.0,0.0,2.0,44,6,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1338,86.0,-1.72,6.6,519203,605397,13.0,4.0,0,1,-0.48,0.3,-0.52,1.43,1,7,154.83,153.32,3.7058371894710804,-125.119747214489,-6.62809097811773,-5.521301902640389,20.181288243487,-28.1957959663129,3.66,1.84,6.0,102.0,-16.0,85.5,2050.0,5.5,566236,54.96,0.462,0.434,0.0,1.0,0.0,0.0,2.0,43,2,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1339,83.4,-1.48,6.64,592178,605397,6.0,6.0,1,2,0.81,-0.16,0.44,2.28,0,7,106.75,153.63,2.8381426117301296,-121.347306297886,-3.28992351210688,7.32149523573848,21.6907537772867,-33.3331797960444,3.3,1.59,10.0,61.4,-19.0,82.3,2657.0,5.4,566236,55.12,0.052000000000000005,0.047,0.0,1.0,0.0,0.0,2.0,42,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1340,82.7,-1.57,6.59,592206,605397,4.0,2.0,1,2,1.0,-0.36,-0.59,2.82,2,6,,,0.35688607610869294,-120.294601728773,-1.44748794032742,9.32119719943442,21.9859518501794,-35.553034310339896,3.78,1.89,,,,81.5,2668.0,5.4,566236,55.13,,,0.0,1.0,0.0,0.0,,38,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1341,93.6,-1.53,6.59,518792,605397,5.0,7.0,2,2,-0.54,1.2,-0.26,2.44,1,6,89.26,104.68,4.3715463410702995,-136.126283884246,-7.498859614054981,-7.476599180294301,25.6255961381002,-16.3220595519299,3.56,1.6,239.0,87.1,55.0,92.9,2547.0,5.6,566236,54.92,0.012,0.013000000000000001,0.0,1.0,0.0,0.0,3.0,37,5,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1342,82.6,-1.39,6.74,643393,605397,8.0,2.0,2,2,0.47,-0.93,0.05,1.61,0,6,,,2.36211718480491,-120.2334295817,-3.41608859283292,4.050215464124,22.0627383014319,-40.6833405120303,3.1,1.5,,,,82.1,2541.0,5.8,566236,54.69,,,0.0,1.0,0.0,0.0,,36,6,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1343,83.1,-1.61,6.68,543294,605397,14.0,2.0,3,2,1.09,-0.05,0.98,2.3,2,5,,,3.82402153037656,-120.887780913689,-3.4652426168245096,9.65891906158582,21.6997188846891,-32.2522707559812,3.37,1.61,,,,81.9,2477.0,5.3,566236,55.2,,,0.0,1.0,0.0,0.0,,32,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1344,83.6,-1.56,6.63,518960,605397,14.0,1.0,2,2,0.97,0.18,0.87,2.01,1,5,138.15,190.65,3.69655520596411,-121.65822458207701,-4.54279625079244,8.71839001960128,22.004325209979,-29.886750702729696,3.34,1.58,,80.0,69.0,82.4,2509.0,5.3,566236,55.19,0.002,0.002,0.0,1.0,0.0,0.0,3.0,31,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1345,85.3,-1.82,6.69,656941,605397,13.0,2.0,3,2,-1.05,0.18,-1.37,2.07,0,5,,,3.0568868223851,-124.099291941719,-4.94348927955525,-11.1538549156071,21.3535616782916,-29.6942974831082,3.27,1.59,,,,84.5,2049.0,5.4,566236,55.06,,,0.0,1.0,0.0,0.0,,30,6,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1346,84.8,-1.48,6.73,595879,605397,14.0,9.0,0,2,0.49,-0.35,1.38,1.86,0,5,171.59,145.98,5.6231613176336595,-123.31776625767901,-4.35926305695421,3.8787246513325297,22.51532071441,-35.093672864899,3.54,1.62,170.0,70.3,16.0,83.7,2520.0,5.4,566236,55.11,0.61,0.556,1.25,1.0,1.0,1.0,4.0,29,3,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1347,94.6,-1.54,6.64,519203,605397,14.0,2.0,1,2,-0.45,1.16,0.93,2.47,2,4,,,7.39522555467224,-137.489580796503,-7.8145187706773696,-7.12756101064155,25.6272074455553,-16.0714839356549,3.51,1.79,,,,94.9,2594.0,6.2,566236,54.3,,,0.0,1.0,0.0,0.0,,23,4,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1348,83.9,-1.57,6.69,592178,605397,4.0,8.0,1,0,0.65,-0.47,-0.3,2.76,2,4,123.06,81.03,1.6881067729240802,-122.20477938588499,-1.82600425364558,6.00372564922066,22.465852862529303,-36.6600191235201,3.3,1.67,54.0,89.0,2.0,83.1,2478.0,5.5,566236,54.98,0.387,0.354,0.9,1.0,1.0,0.0,2.0,22,2,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1349,92.9,-1.51,6.82,592206,605397,13.0,6.0,1,1,-1.04,0.62,-1.02,2.45,1,4,101.68,146.71,3.44397483847376,-135.179610832978,-6.756572410015731,-13.308590983065601,26.6571020003411,-23.535064598105198,3.78,2.1,145.0,100.3,9.0,92.6,2321.0,5.9,566236,54.63,0.715,0.649,0.0,1.0,0.0,0.0,4.0,21,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1350,89.6,-1.81,6.66,518792,605397,8.0,4.0,0,0,-0.01,0.86,-0.22,2.02,0,4,154.04,156.5,3.8930083585938196,-130.282500420787,-7.21821378690991,-0.764745737799854,22.3145071510882,-21.5416395780451,3.56,1.68,7.0,93.0,-18.0,88.9,2577.0,5.5,566236,55.0,0.23,0.213,0.0,1.0,0.0,0.0,2.0,20,1,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1351,93.6,-1.67,6.69,643393,605397,2.0,9.0,2,2,-0.4,1.0,-0.1,3.15,2,3,185.68,94.76,4.84173258583765,-136.14460193726998,-5.52275907714934,-5.777807372845159,26.1570633649249,-19.1334909449223,3.15,1.56,286.0,86.0,47.0,92.7,2452.0,5.5,566236,54.99,0.008,0.009000000000000001,0.0,1.0,0.0,0.0,3.0,15,5,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1352,83.0,-1.6,6.66,543294,605397,14.0,2.0,0,2,1.05,0.03,1.03,1.44,1,3,,,3.95647007648976,-120.671023090911,-5.47226795030708,9.337910183699229,21.875904238449802,-31.1812896976477,3.42,1.61,,,,82.0,2617.0,5.5,566236,54.98,,,0.0,1.0,0.0,0.0,,14,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1353,86.9,-1.63,6.71,656941,605397,14.0,2.0,2,2,-0.57,-0.07,0.38,1.33,2,2,,,5.89518890753667,-126.47449537027799,-6.59936932780784,-7.075263313561339,20.644844977429898,-32.0831748601406,3.39,1.59,,,,86.7,2000.0,5.7,566236,54.8,,,0.0,1.0,0.0,0.0,,9,5,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1354,82.2,-1.31,6.79,595879,605397,14.0,8.0,0,0,0.93,-0.86,0.89,2.37,1,2,142.02,77.57,3.19634787090392,-119.49201414825001,-1.92261510058815,7.9674292619721605,20.995143574056197,-39.9537060950655,3.44,1.59,291.0,79.1,29.0,80.4,2533.0,4.9,566236,55.56,0.14,0.139,0.0,1.0,0.0,0.0,3.0,8,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1355,87.1,-1.68,6.68,519203,605397,13.0,3.0,1,2,-0.4,0.24,-0.17,1.29,0,2,161.19,166.82,4.37682569130554,-126.72857108296002,-7.246842924702059,-5.03961600665282,22.382221783080503,-28.545107749952102,3.54,1.7,10.0,81.2,-8.0,86.5,1965.0,5.6,566236,54.86,0.132,0.124,0.0,1.0,0.0,0.0,2.0,7,4,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1356,93.1,-1.49,6.81,592178,605397,9.0,6.0,0,0,-0.57,0.88,0.69,1.72,2,1,108.76,151.73,6.70380476553936,-135.241130151813,-9.084157794205721,-8.15944476727086,25.7917655595119,-20.077296479346,3.32,1.59,8.0,76.6,-13.0,92.3,2302.0,5.6,566236,54.86,0.08,0.075,0.0,1.0,0.0,0.0,2.0,3,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1357,84.4,-1.46,6.63,592206,605397,6.0,2.0,0,2,0.89,0.16,0.28,2.84,1,1,,,2.30742429994406,-122.741357228028,-2.7515816142733502,8.26323321301225,22.3265955833036,-30.3605539300253,3.7,1.72,,,,83.0,2479.0,5.2,566236,55.31,,,0.0,1.0,0.0,0.0,,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1358,82.2,-1.34,6.81,518792,605397,11.0,6.0,2,2,0.68,-0.74,-1.14,2.92,0,1,116.7,146.17,-0.769830274353481,-119.599704482577,-0.965239068108395,6.368021145128799,20.718438438662602,-39.080402089583394,3.46,1.5,15.0,90.9,-11.0,80.7,2461.0,5.0,566236,55.49,0.175,0.158,0.0,1.0,0.0,0.0,2.0,1,5,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1359,92.5,2.46,5.87,656941,624133,9.0,2.0,1,2,1.26,0.62,0.4,1.83,2,9,,,-7.90905828278022,-134.355455420606,-5.80203232939317,16.7908063397861,27.420106037757698,-23.7713004604002,3.47,1.7,,,,92.2,2047.0,6.1,567121,54.43,,,0.0,1.0,0.0,0.0,,71,4,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1360,91.6,2.38,5.88,519203,624133,6.0,3.0,0,1,1.14,0.97,0.53,2.49,1,9,157.14,167.89,-7.073667003463741,-133.179551663376,-4.8085315511438,14.9357981284367,25.358043408070504,-19.9327053170126,3.87,1.7,13.0,71.2,-11.0,91.6,2082.0,6.1,567121,54.43,0.085,0.08800000000000001,0.0,1.0,0.0,0.0,2.0,68,2,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1361,91.4,2.4,5.8,546991,624133,5.0,6.0,2,2,1.23,0.41,-0.16,2.93,0,9,110.92,154.69,-8.98796659053256,-132.794344815553,-2.24119843330076,16.2048306574681,25.8411286615167,-27.13538642803,3.68,1.77,20.0,100.6,-7.0,91.1,1906.0,6.0,567121,54.49,0.285,0.256,0.0,1.0,0.0,0.0,2.0,67,5,1,5,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1362,90.9,2.51,5.83,643393,624133,3.0,3.0,1,0,1.2,0.79,0.65,2.83,2,8,150.54,169.42,-7.190855918600709,-132.22223458684,-3.27051300491852,15.534019297894302,27.6384184215707,-22.5348113871874,3.22,1.68,6.0,62.1,-33.0,90.6,1929.0,6.1,567121,54.39,0.05,0.045,0.0,1.0,0.0,0.0,2.0,61,2,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1363,92.3,2.62,5.72,605170,624133,8.0,7.0,1,0,1.2,0.77,0.11,1.82,2,8,98.47,86.11,-8.934323391811661,-134.00398037691002,-5.73618491861342,16.2013796576207,26.878297073203896,-22.019338501427104,3.29,1.68,244.0,89.1,15.0,92.0,1977.0,6.1,567121,54.41,0.922,0.875,0.9,1.0,1.0,0.0,4.0,60,2,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1364,92.9,2.49,5.84,623520,624133,7.0,4.0,1,1,0.56,0.52,-0.63,2.45,1,8,135.79,139.99,-9.185237741241831,-134.99888030834998,-4.0123352884200605,8.78064336583665,28.442904984349603,-25.2112714384595,3.61,1.96,151.0,87.4,10.0,92.6,2060.0,6.1,567121,54.37,0.625,0.5710000000000001,0.0,1.0,0.0,0.0,4.0,59,3,0,5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1365,85.7,2.55,5.88,664023,624133,9.0,4.0,2,2,-0.45,0.01,0.39,1.89,0,8,148.0,157.23,-4.16091247803135,-124.687027406302,-3.2001498891340603,-3.87704802845321,22.523329450002304,-31.763604565283103,3.75,1.74,4.0,96.1,-23.0,84.8,2177.0,5.5,567121,55.0,0.111,0.1,0.0,1.0,0.0,0.0,2.0,58,5,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1366,83.4,-1.93,5.98,656941,504379,7.0,3.0,2,1,0.21,0.12,-0.34,1.97,2,7,152.57,166.37,3.22370139828197,-121.42300470026301,-3.04690135985791,1.4957510567035202,21.595035781163997,-30.678339582842103,3.43,1.59,,82.9,-21.0,83.2,2012.0,5.9,567121,54.61,0.052000000000000005,0.047,0.0,1.0,0.0,0.0,2.0,54,4,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1367,92.8,-1.74,5.78,592178,504379,4.0,5.0,1,1,-1.05,1.31,-0.68,2.49,1,7,103.81,167.89,4.9459675945662696,-134.971345459041,-5.41599088978452,-13.7578278174073,29.389984983477103,-15.437638970996401,3.38,1.77,54.0,84.4,2.0,92.2,1948.0,5.9,567121,54.56,0.29,0.263,0.0,1.0,0.0,0.0,2.0,53,3,0,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1368,86.5,-1.84,5.96,592206,504379,14.0,9.0,2,0,0.42,0.57,0.45,1.44,0,7,179.76,137.82,4.57749313205292,-125.79753847192801,-5.676463939434201,3.60750029789999,22.594493964150896,-25.432249897312303,3.73,1.72,196.0,68.1,27.0,85.9,2108.0,5.7,567121,54.82,0.94,0.8740000000000001,0.9,1.0,1.0,0.0,4.0,52,3,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1369,93.4,-2.1,5.82,519203,504379,2.0,6.0,2,2,-0.59,1.27,0.13,3.21,2,6,141.9,154.18,6.961177954890361,-135.806499064919,-3.65748137715006,-8.69417907174154,29.5203947331974,-16.1766326283357,3.57,1.72,122.0,96.0,5.0,92.6,2145.0,5.9,567121,54.65,0.52,0.467,0.0,1.0,0.0,0.0,4.0,47,5,0,5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1370,85.0,-1.83,5.97,546991,504379,3.0,9.0,2,1,0.51,0.41,0.37,3.23,1,6,210.62,90.75,4.13216665611114,-123.79319511035801,-0.929797361724286,4.41038163617228,23.588760310886897,-28.0695586676481,3.61,1.77,313.0,93.9,31.0,84.7,1775.0,6.0,567121,54.54,0.242,0.392,0.0,1.0,0.0,0.0,3.0,46,4,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1371,92.7,-2.02,5.86,506433,504379,3.0,2.0,1,2,-0.74,1.08,0.42,3.15,0,6,,,7.83227345342255,-134.90796690827,-3.52382132236572,-10.631365077875401,26.301323789071898,-18.416264800936602,3.71,1.84,,,,93.0,2119.0,6.2,567121,54.26,,,0.0,1.0,0.0,0.0,,45,4,0,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1372,90.4,1.56,6.69,605170,592767,5.0,9.0,0,0,0.27,1.43,-0.04,2.18,2,5,188.58,72.83,-4.4783038426032595,-131.314249542682,-8.1453438809607,3.97299440066567,26.158722750657702,-14.654761646090698,3.29,1.58,330.0,93.1,29.0,89.3,2027.0,5.6,567121,54.92,0.215,0.325,0.0,1.0,0.0,0.0,3.0,40,1,0,5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1373,79.1,1.89,6.59,664023,592767,14.0,2.0,0,2,0.42,-0.16,0.23,1.4,1,5,,,-4.27607507084804,-115.015462176934,-4.18824199168117,4.37337270238858,20.4324732147742,-33.0314882717131,3.82,1.74,,,,77.7,1860.0,5.2,567121,55.28,,,0.0,1.0,0.0,0.0,,38,3,0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1374,92.8,1.64,6.62,656941,592767,1.0,,2,2,0.28,1.62,-0.64,3.25,1,5,109.57,23.06,-6.28948910623188,-134.787083031933,-6.11656966569693,4.6738962621865,28.5997134498386,-12.105282288871699,3.47,1.77,417.0,107.6,27.0,91.1,2041.0,5.3,567121,55.2,0.995,1.932,2.0,1.0,0.0,3.0,6.0,37,5,0,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1375,91.4,1.83,6.63,592178,592767,11.0,4.0,0,1,0.27,1.59,-0.87,3.17,0,5,119.85,112.08,-7.25987701539762,-132.74109525577802,-6.08476379017698,4.634805250713231,28.2564358214779,-12.742872220702601,3.31,1.7,221.0,71.6,47.0,90.2,2067.0,5.6,567121,54.86,0.212,0.214,0.0,1.0,0.0,0.0,3.0,36,2,0,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1376,78.0,1.79,6.54,592206,592767,8.0,8.0,2,1,0.46,0.03,-0.22,2.33,2,4,132.72,92.99,-5.02527991678068,-113.35589940516199,-2.23038667372841,4.67784073367548,19.217169756857103,-31.7870887557631,3.61,1.96,229.0,93.5,52.0,76.6,1894.0,5.2,567121,55.29,0.005,0.005,0.0,1.0,0.0,0.0,3.0,31,4,0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1377,79.8,1.86,6.6,519203,592767,13.0,9.0,2,2,0.46,0.17,-0.8,1.23,2,4,171.87,130.31,-6.601144873481919,-115.903627472975,-5.274410987649599,5.33334227193872,22.125146541240202,-29.9672473700489,3.71,1.7,60.0,91.5,2.0,78.6,1927.0,5.6,567121,54.92,0.418,0.384,0.9,1.0,1.0,0.0,2.0,30,5,0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1378,93.0,1.58,6.73,546991,592767,11.0,6.0,1,2,0.8,1.48,-0.11,3.78,2,4,165.54,121.11,-5.8924153418568395,-135.109094507556,-4.842557025125791,10.714127097578599,28.212055600719598,-13.8681048765572,3.59,1.79,211.0,68.4,24.0,91.4,2197.0,5.3,567121,55.19,0.955,0.878,0.9,1.0,1.0,0.0,4.0,29,4,0,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1379,92.8,1.58,6.69,506433,592767,11.0,2.0,0,2,0.34,1.69,-0.29,3.98,1,4,,,-5.38856352308693,-134.745117341962,-4.57450407706961,5.179944878781621,28.814606561399103,-11.6096222990902,3.68,1.59,,,,91.0,2075.0,5.3,567121,55.23,,,0.0,1.0,0.0,0.0,,28,3,0,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1380,92.3,1.6,6.72,605170,592767,12.0,2.0,1,2,0.51,1.59,0.46,3.71,0,4,,,-3.8948085671339303,-134.105188183444,-5.07368399328495,6.75778649855209,27.988217851405697,-12.778421601464501,3.24,1.68,,,,90.7,2144.0,5.3,567121,55.2,,,0.0,1.0,0.0,0.0,,27,4,0,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1381,87.6,1.98,6.5,623520,592767,7.0,8.0,1,0,0.18,1.16,-0.43,2.26,0,4,100.14,61.95,-6.0510232503904104,-127.211771526672,-6.28745364096468,3.04509372516863,23.2418535624555,-19.1135619848136,3.43,1.91,331.0,99.2,19.0,86.1,1978.0,5.2,567121,55.29,0.425,0.509,1.25,1.0,1.0,1.0,4.0,26,2,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1382,77.5,1.9,6.62,664023,592767,2.0,9.0,1,1,0.53,-0.08,0.21,3.21,0,4,225.31,96.25,-4.476473687094701,-112.780862241621,-0.296492528280205,5.12489756995724,17.9172233170726,-33.0228114284941,3.71,1.79,336.0,97.6,36.0,76.7,1649.0,5.4,567121,55.05,0.23,0.41700000000000004,1.6,1.0,1.0,2.0,5.0,25,3,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1383,92.8,1.59,6.7,656941,592767,5.0,5.0,3,2,0.24,1.51,0.09,2.88,2,3,75.87,169.92,-4.26468823200887,-134.893867051639,-7.07592951719133,3.73131006248292,28.111708259641198,-13.007885572105401,3.52,1.59,151.0,68.9,62.0,91.5,2044.0,5.5,567121,55.04,0.02,0.018000000000000002,0.0,1.0,0.0,0.0,3.0,20,7,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1384,91.6,1.72,6.69,592178,592767,2.0,8.0,0,0,0.7,1.21,0.27,3.48,1,3,136.32,62.97,-5.05050831991184,-133.19407848566098,-4.75609803034348,9.142514140349519,27.1704498419271,-17.3153283316458,3.36,1.59,330.0,90.1,37.0,90.7,2089.0,5.7,567121,54.82,0.048,0.071,0.0,1.0,0.0,0.0,3.0,19,1,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1385,86.9,2.12,6.54,592206,592767,8.0,7.0,1,0,-0.04,1.32,-0.11,2.47,1,3,38.28,97.8,-5.16068039278982,-126.23061480651,-6.06033369342288,0.558709425043692,24.210107298556398,-17.5843537569284,3.8,2.0,279.0,99.0,22.0,85.6,2038.0,5.4,567121,55.09,0.502,0.66,1.25,1.0,1.0,1.0,5.0,18,2,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1386,78.9,1.93,6.67,519203,592767,1.0,,0,1,0.29,0.34,-0.38,3.2,1,3,174.94,48.27,-5.38238489834335,-114.68912678737699,-1.35932241957038,3.41169244359425,19.889598637582,-29.3408690087956,3.73,1.91,374.0,101.0,37.0,77.2,1962.0,5.0,567121,55.52,0.36,0.667,2.0,1.0,0.0,3.0,5.0,17,2,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1387,86.3,1.96,6.63,546991,592767,5.0,6.0,0,0,0.18,1.1,-0.23,2.49,0,3,109.39,153.16,-5.50049935183751,-125.507198780108,-5.80424078415702,2.82437800739368,22.0125912528473,-19.8942416807886,3.53,1.72,62.0,96.6,2.0,85.8,1944.0,5.7,567121,54.8,0.512,0.489,0.0,1.0,0.0,0.0,4.0,16,1,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1388,78.9,1.7,6.67,506433,592767,4.0,2.0,2,2,0.38,0.07,-0.53,2.65,2,2,,,-5.41899045840352,-114.76493331543999,-2.0864680767612,4.16972888630044,18.961934839995898,-31.4858955994629,3.8,1.91,,,,77.7,1886.0,5.2,567121,55.25,,,0.0,1.0,0.0,0.0,,12,6,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1389,79.4,1.79,6.66,605170,592767,14.0,2.0,1,2,0.54,0.13,0.02,1.04,1,2,,,-4.72659190395021,-115.40113183236,-5.69569365669093,5.44515921962271,19.755206755818698,-30.293889483713397,3.38,1.61,,,,77.9,1980.0,5.1,567121,55.37,,,0.0,1.0,0.0,0.0,,11,4,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1390,87.1,2.09,6.52,664023,592767,7.0,6.0,1,1,-0.03,1.07,-0.46,2.16,0,2,108.38,154.18,-5.91892635702538,-126.47484855621599,-6.32039866126426,0.7080844712636891,22.9133171297459,-20.1073859492861,3.64,1.74,35.0,101.2,-1.0,85.7,2065.0,5.3,567121,55.23,0.395,0.35600000000000004,0.0,1.0,0.0,0.0,4.0,9,3,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1391,91.6,1.62,6.69,656941,592767,5.0,8.0,1,0,0.68,1.53,-0.03,2.62,2,1,119.04,97.8,-5.496028140293269,-132.989063344367,-7.43401764308846,9.02873562460926,27.9997482813456,-13.2385155209521,3.52,1.72,304.0,84.1,27.0,90.0,2169.0,5.4,567121,55.1,0.08800000000000001,0.079,0.0,1.0,0.0,0.0,3.0,4,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1392,79.0,1.73,6.55,592178,592767,13.0,2.0,2,2,0.4,0.08,-0.36,0.92,1,1,,,-5.17553898867947,-114.749520478035,-5.5061057581493404,4.395294736138509,20.3588738585902,-30.768349747052003,3.29,1.65,,,,77.8,2088.0,5.4,567121,55.05,,,0.0,1.0,0.0,0.0,,3,5,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1393,87.6,1.88,6.52,519203,592767,13.0,8.0,1,2,0.06,0.86,-1.09,1.69,0,1,135.01,54.94,-7.161564310411731,-127.16229493375201,-7.1392527193593,1.9990501769070899,24.3724869488934,-21.9274762122545,3.66,1.72,336.0,94.3,18.0,86.2,2030.0,5.4,567121,55.09,0.48200000000000004,0.506,0.0,1.0,0.0,0.0,4.0,1,6,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
